"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","Pittsburgh Penguins","59","2912.0167","35","15","9","33","79","0.669","2811","2546","52.47","2169","1904","53.25","1620","1434","53.05","124","107","53.68","127.01","111.46","53.26","1394","1256","52.60","879","773","53.21","112","96","53.85","12.74","87.58","558","489","53.30","442","386","53.38","75","73","50.68","16.97","81.09","836","767","52.15","437","387","53.03","37","23","61.67","8.47","94.06","1238","1123","52.44","663","589","52.96","12","11","52.17","1.81","98.13","7.65","92.54","1.002"
"2","Tampa Bay Lightning","57","2736.95","37","14","6","35","80","0.702","2434","2353","50.85","1887","1791","51.31","1318","1302","50.31","130","102","56.03","114.9","100.39","53.37","1347","1234","52.19","772","743","50.96","109","88","55.33","14.12","88.16","577","442","56.62","404","336","54.59","70","60","53.85","17.33","82.14","770","792","49.30","368","407","47.48","39","28","58.21","10.60","93.12","974","1005","49.22","505","509","49.80","20","14","58.82","3.96","97.25","9.86","92.17","1.020"
"3","Seattle Kraken","60","2928.2333","17","37","6","16","40","0.333","2529","2516","50.13","1869","1903","49.55","1341","1368","49.50","107","144","42.63","101.13","109.25","48.07","1180","1214","49.29","696","700","49.86","85","122","41.06","12.21","82.57","456","480","48.72","336","356","48.55","56","80","41.18","16.67","77.53","724","734","49.66","360","344","51.14","29","42","40.85","8.06","87.79","1182","1145","50.80","606","600","50.25","22","22","50.00","3.63","96.33","7.98","89.47","0.975"
"4","Vegas Golden Knights","60","2944.4833","32","24","4","28","68","0.567","2955","2687","52.38","2210","1897","53.81","1630","1393","53.92","130","119","52.21","134.12","121.43","52.48","1451","1395","50.98","864","778","52.62","112","98","53.33","12.96","87.40","603","581","50.93","437","409","51.65","75","72","51.02","17.16","82.40","848","814","51.02","427","369","53.64","37","26","58.73","8.67","92.95","1268","1082","53.96","685","534","56.19","17","20","45.95","2.48","96.25","7.98","91.46","0.994"
"5","Montreal Canadiens","57","2706.9833","15","35","7","13","37","0.325","2344","2624","47.18","1740","2016","46.33","1306","1478","46.91","94","131","41.78","103.94","122.99","45.80","1151","1357","45.89","675","812","45.39","81","113","41.75","12.00","86.08","480","560","46.15","349","404","46.35","47","83","36.15","13.47","79.46","671","797","45.71","326","408","44.41","34","30","53.13","10.43","92.65","984","1092","47.40","555","597","48.18","13","18","41.94","2.34","96.98","7.20","91.14","0.983"
"6","Toronto Maple Leafs","58","2874.4667","37","16","5","35","79","0.681","2939","2518","53.86","2207","1947","53.13","1603","1441","52.66","146","132","52.52","136.69","111.79","55.01","1603","1254","56.11","960","773","55.40","129","117","52.44","13.44","84.86","618","511","54.74","453","375","54.71","84","79","51.53","18.54","78.93","985","743","57.00","507","398","56.02","45","38","54.22","8.88","90.45","1198","1095","52.25","588","583","50.21","16","15","51.61","2.72","97.43","9.11","90.84","0.999"
"7","New York Rangers","58","2837.85","36","17","5","32","77","0.664","2282","2765","45.21","1731","2055","45.72","1249","1474","45.87","105","106","49.76","105.66","123.67","46.07","1139","1430","44.34","663","809","45.04","88","93","48.62","13.27","88.50","506","580","46.59","368","420","46.70","60","66","47.62","16.30","84.29","633","850","42.68","295","389","43.13","28","27","50.91","9.49","93.06","1002","1174","46.05","526","596","46.88","17","13","56.67","3.23","97.82","8.41","92.81","1.012"
"8","Washington Capitals","60","2919.7167","32","18","10","30","74","0.617","2670","2634","50.34","2033","1948","51.07","1455","1395","51.05","129","107","54.66","117.08","115.45","50.35","1345","1320","50.47","791","767","50.77","110","88","55.56","13.91","88.53","502","522","49.02","351","370","48.68","64","62","50.79","18.23","83.24","843","798","51.37","440","397","52.57","46","26","63.89","10.45","93.45","1151","1120","50.68","596","570","51.11","19","19","50.00","3.19","96.67","8.87","92.33","1.012"
"9","Chicago Blackhawks","59","2860","21","30","8","18","50","0.424","2412","2745","46.77","1747","1972","46.97","1301","1467","47.00","96","130","42.48","96.74","114.45","45.81","1135","1326","46.12","682","787","46.43","82","111","42.49","12.02","85.90","418","442","48.60","310","349","47.04","50","70","41.67","16.13","79.94","717","884","44.78","372","438","45.93","32","41","43.84","8.60","90.64","1125","1261","47.15","570","635","47.30","14","19","42.42","2.46","97.01","7.38","91.14","0.985"
"10","Colorado Avalanche","59","2786.3167","41","13","5","38","87","0.737","2847","2501","53.23","2057","1894","52.06","1582","1421","52.68","143","105","57.66","119.23","107.63","52.56","1379","1176","53.97","841","722","53.81","118","86","57.84","14.03","88.09","535","503","51.54","406","371","52.25","77","53","59.23","18.97","85.71","844","673","55.64","435","351","55.34","41","33","55.41","9.43","90.60","1278","1130","53.07","663","633","51.16","25","18","58.14","3.77","97.16","9.04","92.61","1.017"
